cid,MolecularFormula,MolecularWeight,InChI,IUPACName,XLogP,ExactMass,INCHIKEY,ENVIRONMENTAL_CON_ID,SITE_CODE,ENVIRONMENTAL_COMPARTMENT,SAMPLE_DATE,STRESSOR_ID,STRESSOR_NAME,CAS,MEASURED_VALUE,MEASURED_UNIT,SITE_NAME,LATITUDE,LONGITUDE,COORDINATE_SYSTEM
50465,C7H5Cl2FN2O3,255.03,"InChI=1S/C7H5Cl2FN2O3/c8-3-5(11)4(9)7(12-6(3)10)15-1-2(13)14/h1H2,(H2,11,12)(H,13,14)","2-(4-amino-3,5-dichloro-6-fluoropyridin-2-yl)oxyacetic acid",1.8,253.9661256,MEFQWPUMEMWTJP-UHFFFAOYSA-N,576821,MØRDRE,Freshwater,2019-06-27T00:00:00Z,1879,fluroxypyr,69377-81-7,0.39,ug/L,Mørdrebekken,60.10929,11.40108,WGS1984 UTM Zone 32N
15553,C6H3Cl2NO2,192.00,"InChI=1S/C6H3Cl2NO2/c7-3-1-2-4(8)9-5(3)6(10)11/h1-2H,(H,10,11)","3,6-dichloropyridine-2-carboxylic acid",2.3,190.9540837,HUBANNPOLNYSAD-UHFFFAOYSA-N,576822,MØRDRE,Freshwater,2019-06-27T00:00:00Z,1224,clopyralid,1702-17-6,0.2,ug/L,Mørdrebekken,60.10929,11.40108,WGS1984 UTM Zone 32N
7204,C9H9ClO3,200.62,"InChI=1S/C9H9ClO3/c1-6-4-7(10)2-3-8(6)13-5-9(11)12/h2-4H,5H2,1H3,(H,11,12)",2-(4-chloro-2-methylphenoxy)acetic acid,2.6,200.0240218,WHKUVVPPKQRRBV-UHFFFAOYSA-N,576823,MØRDRE,Freshwater,2019-06-27T00:00:00Z,21,2-methyl-4-chlorophenoxyacetic acid (MCPA),3307-39-9,1.3,ug/L,Mørdrebekken,60.10929,11.40108,WGS1984 UTM Zone 32N
210326,C23H32N2O4,400.5,"InChI=1S/C23H32N2O4/c1-7-16-13-15(3)14-17(8-2)18(16)19-20(26)24-9-11-28-12-10-25(24)21(19)29-22(27)23(4,5)6/h13-14H,7-12H2,1-6H3","[8-(2,6-diethyl-4-methylphenyl)-7-oxo-1,2,4,5-tetrahydropyrazolo[1,2-d][1,4,5]oxadiazepin-9-yl] 2,2-dimethylpropanoate",4.6,400.23620751,MGOHCFMYLBAPRN-UHFFFAOYSA-N,576824,MØRDRE,Freshwater,2019-06-27T00:00:00Z,2332,pinoxaden,243973-20-8,0.031,ug/L,Mørdrebekken,60.10929,11.40108,WGS1984 UTM Zone 32N
43234,C15H17Cl2N3O2,342.2,"InChI=1S/C15H17Cl2N3O2/c1-2-3-12-7-21-15(22-12,8-20-10-18-9-19-20)13-5-4-11(16)6-14(13)17/h4-6,9-10,12H,2-3,7-8H2,1H3","1-[[2-(2,4-dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1,2,4-triazole",3.5,341.0697822,STJLVHWMYQXCPB-UHFFFAOYSA-N,576825,MØRDRE,Freshwater,2019-06-27T00:00:00Z,1284975,propiconazole,60207-90-1,0.58,ug/L,Mørdrebekken,60.10929,11.40108,WGS1984 UTM Zone 32N
119361,C14H15Cl2N3O,312.2,"InChI=1S/C14H15Cl2N3O/c15-12-4-2-1-3-11(12)7-14(20,13(16)5-6-13)8-19-10-17-9-18-19/h1-4,9-10,20H,5-8H2","2-(1-chlorocyclopropyl)-1-(2-chlorophenyl)-3-(1,2,4-triazol-1-yl)propan-2-ol",2.7,311.0592175,HHUQPWODPBDTLI-UHFFFAOYSA-N,576826,MØRDRE,Freshwater,2019-06-27T00:00:00Z,2029992,prothioconazole-desthio,120983-64-4,0.091,ug/L,Mørdrebekken,60.10929,11.40108,WGS1984 UTM Zone 32N
3034285,C22H17N3O5,403.4,"InChI=1S/C22H17N3O5/c1-27-13-17(22(26)28-2)16-8-4-6-10-19(16)30-21-11-20(24-14-25-21)29-18-9-5-3-7-15(18)12-23/h3-11,13-14H,1-2H3/b17-13+",methyl (E)-2-[2-[6-(2-cyanophenoxy)pyrimidin-4-yl]oxyphenyl]-3-methoxyprop-2-enoate,3.7,403.11682065,WFDXOXNFNRHQEC-GHRIWEEISA-N,576827,MØRDRE,Freshwater,2019-09-09T00:00:00Z,95,azoxystrobin,131860-33-8,0.021,ug/L,Mørdrebekken,60.10929,11.40108,WGS1984 UTM Zone 32N
7204,C9H9ClO3,200.62,"InChI=1S/C9H9ClO3/c1-6-4-7(10)2-3-8(6)13-5-9(11)12/h2-4H,5H2,1H3,(H,11,12)",2-(4-chloro-2-methylphenoxy)acetic acid,2.6,200.0240218,WHKUVVPPKQRRBV-UHFFFAOYSA-N,576828,MØRDRE,Freshwater,2019-09-09T00:00:00Z,21,2-methyl-4-chlorophenoxyacetic acid (MCPA),3307-39-9,0.046,ug/L,Mørdrebekken,60.10929,11.40108,WGS1984 UTM Zone 32N
119361,C14H15Cl2N3O,312.2,"InChI=1S/C14H15Cl2N3O/c15-12-4-2-1-3-11(12)7-14(20,13(16)5-6-13)8-19-10-17-9-18-19/h1-4,9-10,20H,5-8H2","2-(1-chlorocyclopropyl)-1-(2-chlorophenyl)-3-(1,2,4-triazol-1-yl)propan-2-ol",2.7,311.0592175,HHUQPWODPBDTLI-UHFFFAOYSA-N,576829,MØRDRE,Freshwater,2019-09-09T00:00:00Z,2029992,prothioconazole-desthio,120983-64-4,0.015,ug/L,Mørdrebekken,60.10929,11.40108,WGS1984 UTM Zone 32N
3034285,C22H17N3O5,403.4,"InChI=1S/C22H17N3O5/c1-27-13-17(22(26)28-2)16-8-4-6-10-19(16)30-21-11-20(24-14-25-21)29-18-9-5-3-7-15(18)12-23/h3-11,13-14H,1-2H3/b17-13+",methyl (E)-2-[2-[6-(2-cyanophenoxy)pyrimidin-4-yl]oxyphenyl]-3-methoxyprop-2-enoate,3.7,403.11682065,WFDXOXNFNRHQEC-GHRIWEEISA-N,576830,MØRDRE,Freshwater,2019-09-30T00:00:00Z,95,azoxystrobin,131860-33-8,0.012,ug/L,Mørdrebekken,60.10929,11.40108,WGS1984 UTM Zone 32N
3034285,C22H17N3O5,403.4,"InChI=1S/C22H17N3O5/c1-27-13-17(22(26)28-2)16-8-4-6-10-19(16)30-21-11-20(24-14-25-21)29-18-9-5-3-7-15(18)12-23/h3-11,13-14H,1-2H3/b17-13+",methyl (E)-2-[2-[6-(2-cyanophenoxy)pyrimidin-4-yl]oxyphenyl]-3-methoxyprop-2-enoate,3.7,403.11682065,WFDXOXNFNRHQEC-GHRIWEEISA-N,576831,MØRDRE,Freshwater,2019-10-17T00:00:00Z,95,azoxystrobin,131860-33-8,0.027,ug/L,Mørdrebekken,60.10929,11.40108,WGS1984 UTM Zone 32N
91692,C19H21ClN2O,328.8,"InChI=1S/C19H21ClN2O/c20-16-12-10-15(11-13-16)14-22(18-8-4-5-9-18)19(23)21-17-6-2-1-3-7-17/h1-3,6-7,10-13,18H,4-5,8-9,14H2,(H,21,23)",1-[(4-chlorophenyl)methyl]-1-cyclopentyl-3-phenylurea,4.8,328.1342410,OGYFATSSENRIKG-UHFFFAOYSA-N,576832,MØRDRE,Freshwater,2019-10-17T00:00:00Z,2312,pencycuron,66063-05-6,0.1,ug/L,Mørdrebekken,60.10929,11.40108,WGS1984 UTM Zone 32N
43234,C15H17Cl2N3O2,342.2,"InChI=1S/C15H17Cl2N3O2/c1-2-3-12-7-21-15(22-12,8-20-10-18-9-19-20)13-5-4-11(16)6-14(13)17/h4-6,9-10,12H,2-3,7-8H2,1H3","1-[[2-(2,4-dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1,2,4-triazole",3.5,341.0697822,STJLVHWMYQXCPB-UHFFFAOYSA-N,576833,MØRDRE,Freshwater,2019-10-17T00:00:00Z,1284975,propiconazole,60207-90-1,0.034,ug/L,Mørdrebekken,60.10929,11.40108,WGS1984 UTM Zone 32N
119361,C14H15Cl2N3O,312.2,"InChI=1S/C14H15Cl2N3O/c15-12-4-2-1-3-11(12)7-14(20,13(16)5-6-13)8-19-10-17-9-18-19/h1-4,9-10,20H,5-8H2","2-(1-chlorocyclopropyl)-1-(2-chlorophenyl)-3-(1,2,4-triazol-1-yl)propan-2-ol",2.7,311.0592175,HHUQPWODPBDTLI-UHFFFAOYSA-N,576834,MØRDRE,Freshwater,2019-10-17T00:00:00Z,2029992,prothioconazole-desthio,120983-64-4,0.014,ug/L,Mørdrebekken,60.10929,11.40108,WGS1984 UTM Zone 32N
5430,C10H7N3S,201.25,"InChI=1S/C10H7N3S/c1-2-4-8-7(3-1)12-10(13-8)9-5-14-6-11-9/h1-6H,(H,12,13)","4-(1H-benzimidazol-2-yl)-1,3-thiazole",2.5,201.03606841,WJCNZQLZVWNLKY-UHFFFAOYSA-N,576835,MØRDRE,Freshwater,2019-10-17T00:00:00Z,590,thiabendazole,148-79-8,0.041,ug/L,Mørdrebekken,60.10929,11.40108,WGS1984 UTM Zone 32N
91692,C19H21ClN2O,328.8,"InChI=1S/C19H21ClN2O/c20-16-12-10-15(11-13-16)14-22(18-8-4-5-9-18)19(23)21-17-6-2-1-3-7-17/h1-3,6-7,10-13,18H,4-5,8-9,14H2,(H,21,23)",1-[(4-chlorophenyl)methyl]-1-cyclopentyl-3-phenylurea,4.8,328.1342410,OGYFATSSENRIKG-UHFFFAOYSA-N,576836,MØRDRE,Freshwater,2019-10-21T00:00:00Z,2312,pencycuron,66063-05-6,0.04,ug/L,Mørdrebekken,60.10929,11.40108,WGS1984 UTM Zone 32N
43234,C15H17Cl2N3O2,342.2,"InChI=1S/C15H17Cl2N3O2/c1-2-3-12-7-21-15(22-12,8-20-10-18-9-19-20)13-5-4-11(16)6-14(13)17/h4-6,9-10,12H,2-3,7-8H2,1H3","1-[[2-(2,4-dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1,2,4-triazole",3.5,341.0697822,STJLVHWMYQXCPB-UHFFFAOYSA-N,576837,MØRDRE,Freshwater,2019-10-21T00:00:00Z,1284975,propiconazole,60207-90-1,0.027,ug/L,Mørdrebekken,60.10929,11.40108,WGS1984 UTM Zone 32N
43234,C15H17Cl2N3O2,342.2,"InChI=1S/C15H17Cl2N3O2/c1-2-3-12-7-21-15(22-12,8-20-10-18-9-19-20)13-5-4-11(16)6-14(13)17/h4-6,9-10,12H,2-3,7-8H2,1H3","1-[[2-(2,4-dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1,2,4-triazole",3.5,341.0697822,STJLVHWMYQXCPB-UHFFFAOYSA-N,576838,MØRDRE,Freshwater,2019-10-28T00:00:00Z,1284975,propiconazole,60207-90-1,0.011,ug/L,Mørdrebekken,60.10929,11.40108,WGS1984 UTM Zone 32N
3035,C14H8Cl4,318.0,InChI=1S/C14H8Cl4/c15-11-5-1-9(2-6-11)13(14(17)18)10-3-7-12(16)8-4-10/h1-8H,"1-chloro-4-[2,2-dichloro-1-(4-chlorophenyl)ethenyl]benzene",7,317.935061,UCNVFOCBFJOQAL-UHFFFAOYSA-N,576670,HEIA,Freshwater,2019-08-19T00:00:00Z,1906,"1,1'-(2,2-Dichloro-1,1-ethenediyl)bis(4-chlorobenzene)",68679-99-2,0.012,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
16183,C7H5Cl2NO,190.02,"InChI=1S/C7H5Cl2NO/c8-4-2-1-3-5(9)6(4)7(10)11/h1-3H,(H2,10,11)","2,6-dichlorobenzamide",0.8,188.9748192,JHSPCUHPSIUQRB-UHFFFAOYSA-N,576650,HEIA,Freshwater,2019-07-16T00:00:00Z,12,"2,6-dichlorobenzamide (BAM)",2008-58-4,0.016,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
7204,C9H9ClO3,200.62,"InChI=1S/C9H9ClO3/c1-6-4-7(10)2-3-8(6)13-5-9(11)12/h2-4H,5H2,1H3,(H,11,12)",2-(4-chloro-2-methylphenoxy)acetic acid,2.6,200.0240218,WHKUVVPPKQRRBV-UHFFFAOYSA-N,576610,HEIA,Freshwater,2019-05-10T00:00:00Z,21,2-methyl-4-chlorophenoxyacetic acid (MCPA),3307-39-9,1.2,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
7204,C9H9ClO3,200.62,"InChI=1S/C9H9ClO3/c1-6-4-7(10)2-3-8(6)13-5-9(11)12/h2-4H,5H2,1H3,(H,11,12)",2-(4-chloro-2-methylphenoxy)acetic acid,2.6,200.0240218,WHKUVVPPKQRRBV-UHFFFAOYSA-N,576617,HEIA,Freshwater,2019-05-21T00:00:00Z,21,2-methyl-4-chlorophenoxyacetic acid (MCPA),3307-39-9,0.1,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
7204,C9H9ClO3,200.62,"InChI=1S/C9H9ClO3/c1-6-4-7(10)2-3-8(6)13-5-9(11)12/h2-4H,5H2,1H3,(H,11,12)",2-(4-chloro-2-methylphenoxy)acetic acid,2.6,200.0240218,WHKUVVPPKQRRBV-UHFFFAOYSA-N,576628,HEIA,Freshwater,2019-06-05T00:00:00Z,21,2-methyl-4-chlorophenoxyacetic acid (MCPA),3307-39-9,0.14,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
7204,C9H9ClO3,200.62,"InChI=1S/C9H9ClO3/c1-6-4-7(10)2-3-8(6)13-5-9(11)12/h2-4H,5H2,1H3,(H,11,12)",2-(4-chloro-2-methylphenoxy)acetic acid,2.6,200.0240218,WHKUVVPPKQRRBV-UHFFFAOYSA-N,576641,HEIA,Freshwater,2019-07-02T00:00:00Z,21,2-methyl-4-chlorophenoxyacetic acid (MCPA),3307-39-9,0.03,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
7204,C9H9ClO3,200.62,"InChI=1S/C9H9ClO3/c1-6-4-7(10)2-3-8(6)13-5-9(11)12/h2-4H,5H2,1H3,(H,11,12)",2-(4-chloro-2-methylphenoxy)acetic acid,2.6,200.0240218,WHKUVVPPKQRRBV-UHFFFAOYSA-N,576651,HEIA,Freshwater,2019-07-16T00:00:00Z,21,2-methyl-4-chlorophenoxyacetic acid (MCPA),3307-39-9,0.011,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
7204,C9H9ClO3,200.62,"InChI=1S/C9H9ClO3/c1-6-4-7(10)2-3-8(6)13-5-9(11)12/h2-4H,5H2,1H3,(H,11,12)",2-(4-chloro-2-methylphenoxy)acetic acid,2.6,200.0240218,WHKUVVPPKQRRBV-UHFFFAOYSA-N,576660,HEIA,Freshwater,2019-08-08T00:00:00Z,21,2-methyl-4-chlorophenoxyacetic acid (MCPA),3307-39-9,1.4,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
7204,C9H9ClO3,200.62,"InChI=1S/C9H9ClO3/c1-6-4-7(10)2-3-8(6)13-5-9(11)12/h2-4H,5H2,1H3,(H,11,12)",2-(4-chloro-2-methylphenoxy)acetic acid,2.6,200.0240218,WHKUVVPPKQRRBV-UHFFFAOYSA-N,576674,HEIA,Freshwater,2019-08-19T00:00:00Z,21,2-methyl-4-chlorophenoxyacetic acid (MCPA),3307-39-9,1,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
7204,C9H9ClO3,200.62,"InChI=1S/C9H9ClO3/c1-6-4-7(10)2-3-8(6)13-5-9(11)12/h2-4H,5H2,1H3,(H,11,12)",2-(4-chloro-2-methylphenoxy)acetic acid,2.6,200.0240218,WHKUVVPPKQRRBV-UHFFFAOYSA-N,576687,HEIA,Freshwater,2019-08-23T00:00:00Z,21,2-methyl-4-chlorophenoxyacetic acid (MCPA),3307-39-9,0.14,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
11434448,C18H12Cl2F3N3O,414.2,"InChI=1S/C18H12Cl2F3N3O/c1-26-8-12(16(25-26)17(22)23)18(27)24-15-5-3-10(21)7-11(15)9-2-4-13(19)14(20)6-9/h2-8,17H,1H3,(H,24,27)","N-[2-(3,4-dichlorophenyl)-4-fluorophenyl]-3-(difluoromethyl)-1-methylpyrazole-4-carboxamide",4.7,413.0309519,LDLMOOXUCMHBMZ-UHFFFAOYSA-N,576668,HEIA,Freshwater,2019-08-19T00:00:00Z,700005,bixafen,581809-46-3,0.013,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
11434448,C18H12Cl2F3N3O,414.2,"InChI=1S/C18H12Cl2F3N3O/c1-26-8-12(16(25-26)17(22)23)18(27)24-15-5-3-10(21)7-11(15)9-2-4-13(19)14(20)6-9/h2-8,17H,1H3,(H,24,27)","N-[2-(3,4-dichlorophenyl)-4-fluorophenyl]-3-(difluoromethyl)-1-methylpyrazole-4-carboxamide",4.7,413.0309519,LDLMOOXUCMHBMZ-UHFFFAOYSA-N,576682,HEIA,Freshwater,2019-08-23T00:00:00Z,700005,bixafen,581809-46-3,0.023,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
11434448,C18H12Cl2F3N3O,414.2,"InChI=1S/C18H12Cl2F3N3O/c1-26-8-12(16(25-26)17(22)23)18(27)24-15-5-3-10(21)7-11(15)9-2-4-13(19)14(20)6-9/h2-8,17H,1H3,(H,24,27)","N-[2-(3,4-dichlorophenyl)-4-fluorophenyl]-3-(difluoromethyl)-1-methylpyrazole-4-carboxamide",4.7,413.0309519,LDLMOOXUCMHBMZ-UHFFFAOYSA-N,576695,HEIA,Freshwater,2019-09-01T00:00:00Z,700005,bixafen,581809-46-3,0.01,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
7204,C9H9ClO3,200.62,"InChI=1S/C9H9ClO3/c1-6-4-7(10)2-3-8(6)13-5-9(11)12/h2-4H,5H2,1H3,(H,11,12)",2-(4-chloro-2-methylphenoxy)acetic acid,2.6,200.0240218,WHKUVVPPKQRRBV-UHFFFAOYSA-N,576868,SKUTERUD,Freshwater,2019-05-10T00:00:00Z,21,2-methyl-4-chlorophenoxyacetic acid (MCPA),3307-39-9,0.018,ug/L,Skuterudbekken,59.68492,10.83106,WGS1984 UTM Zone 32N
50465,C7H5Cl2FN2O3,255.03,"InChI=1S/C7H5Cl2FN2O3/c8-3-5(11)4(9)7(12-6(3)10)15-1-2(13)14/h1H2,(H2,11,12)(H,13,14)","2-(4-amino-3,5-dichloro-6-fluoropyridin-2-yl)oxyacetic acid",1.8,253.9661256,MEFQWPUMEMWTJP-UHFFFAOYSA-N,576869,SKUTERUD,Freshwater,2019-05-21T00:00:00Z,1879,fluroxypyr,69377-81-7,0.09,ug/L,Skuterudbekken,59.68492,10.83106,WGS1984 UTM Zone 32N
15553,C6H3Cl2NO2,192.00,"InChI=1S/C6H3Cl2NO2/c7-3-1-2-4(8)9-5(3)6(10)11/h1-2H,(H,10,11)","3,6-dichloropyridine-2-carboxylic acid",2.3,190.9540837,HUBANNPOLNYSAD-UHFFFAOYSA-N,576870,SKUTERUD,Freshwater,2019-05-21T00:00:00Z,1224,clopyralid,1702-17-6,0.051,ug/L,Skuterudbekken,59.68492,10.83106,WGS1984 UTM Zone 32N
7204,C9H9ClO3,200.62,"InChI=1S/C9H9ClO3/c1-6-4-7(10)2-3-8(6)13-5-9(11)12/h2-4H,5H2,1H3,(H,11,12)",2-(4-chloro-2-methylphenoxy)acetic acid,2.6,200.0240218,WHKUVVPPKQRRBV-UHFFFAOYSA-N,576871,SKUTERUD,Freshwater,2019-05-21T00:00:00Z,21,2-methyl-4-chlorophenoxyacetic acid (MCPA),3307-39-9,0.24,ug/L,Skuterudbekken,59.68492,10.83106,WGS1984 UTM Zone 32N
50465,C7H5Cl2FN2O3,255.03,"InChI=1S/C7H5Cl2FN2O3/c8-3-5(11)4(9)7(12-6(3)10)15-1-2(13)14/h1H2,(H2,11,12)(H,13,14)","2-(4-amino-3,5-dichloro-6-fluoropyridin-2-yl)oxyacetic acid",1.8,253.9661256,MEFQWPUMEMWTJP-UHFFFAOYSA-N,576872,SKUTERUD,Freshwater,2019-06-05T00:00:00Z,1879,fluroxypyr,69377-81-7,0.25,ug/L,Skuterudbekken,59.68492,10.83106,WGS1984 UTM Zone 32N
86418,C9H10ClN5O2,255.66,"InChI=1S/C9H10ClN5O2/c10-8-2-1-7(5-12-8)6-14-4-3-11-9(14)13-15(16)17/h1-2,5H,3-4,6H2,(H,11,13)","N-[1-[(6-chloropyridin-3-yl)methyl]-4,5-dihydroimidazol-2-yl]nitramide",0.8,255.0523023,YWTYJOPNNQFBPC-UHFFFAOYSA-N,576873,SKUTERUD,Freshwater,2019-06-05T00:00:00Z,316,imidacloprid,105827-78-9,0.021,ug/L,Skuterudbekken,59.68492,10.83106,WGS1984 UTM Zone 32N
7204,C9H9ClO3,200.62,"InChI=1S/C9H9ClO3/c1-6-4-7(10)2-3-8(6)13-5-9(11)12/h2-4H,5H2,1H3,(H,11,12)",2-(4-chloro-2-methylphenoxy)acetic acid,2.6,200.0240218,WHKUVVPPKQRRBV-UHFFFAOYSA-N,576874,SKUTERUD,Freshwater,2019-06-05T00:00:00Z,21,2-methyl-4-chlorophenoxyacetic acid (MCPA),3307-39-9,0.075,ug/L,Skuterudbekken,59.68492,10.83106,WGS1984 UTM Zone 32N
43234,C15H17Cl2N3O2,342.2,"InChI=1S/C15H17Cl2N3O2/c1-2-3-12-7-21-15(22-12,8-20-10-18-9-19-20)13-5-4-11(16)6-14(13)17/h4-6,9-10,12H,2-3,7-8H2,1H3","1-[[2-(2,4-dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1,2,4-triazole",3.5,341.0697822,STJLVHWMYQXCPB-UHFFFAOYSA-N,576875,SKUTERUD,Freshwater,2019-06-05T00:00:00Z,1284975,propiconazole,60207-90-1,0.024,ug/L,Skuterudbekken,59.68492,10.83106,WGS1984 UTM Zone 32N
11434448,C18H12Cl2F3N3O,414.2,"InChI=1S/C18H12Cl2F3N3O/c1-26-8-12(16(25-26)17(22)23)18(27)24-15-5-3-10(21)7-11(15)9-2-4-13(19)14(20)6-9/h2-8,17H,1H3,(H,24,27)","N-[2-(3,4-dichlorophenyl)-4-fluorophenyl]-3-(difluoromethyl)-1-methylpyrazole-4-carboxamide",4.7,413.0309519,LDLMOOXUCMHBMZ-UHFFFAOYSA-N,576705,HEIA,Freshwater,2019-09-20T00:00:00Z,700005,bixafen,581809-46-3,0.022,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
213013,C18H12Cl2N2O,343.2,"InChI=1S/C18H12Cl2N2O/c19-13-9-7-12(8-10-13)14-4-1-2-6-16(14)22-18(23)15-5-3-11-21-17(15)20/h1-11H,(H,22,23)",2-chloro-N-[2-(4-chlorophenyl)phenyl]pyridine-3-carboxamide,4.9,342.0326684,WYEMLYFITZORAB-UHFFFAOYSA-N,576607,HEIA,Freshwater,2019-05-10T00:00:00Z,124,boscalid,188425-85-6,0.081,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
213013,C18H12Cl2N2O,343.2,"InChI=1S/C18H12Cl2N2O/c19-13-9-7-12(8-10-13)14-4-1-2-6-16(14)22-18(23)15-5-3-11-21-17(15)20/h1-11H,(H,22,23)",2-chloro-N-[2-(4-chlorophenyl)phenyl]pyridine-3-carboxamide,4.9,342.0326684,WYEMLYFITZORAB-UHFFFAOYSA-N,576614,HEIA,Freshwater,2019-05-21T00:00:00Z,124,boscalid,188425-85-6,0.031,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
213013,C18H12Cl2N2O,343.2,"InChI=1S/C18H12Cl2N2O/c19-13-9-7-12(8-10-13)14-4-1-2-6-16(14)22-18(23)15-5-3-11-21-17(15)20/h1-11H,(H,22,23)",2-chloro-N-[2-(4-chlorophenyl)phenyl]pyridine-3-carboxamide,4.9,342.0326684,WYEMLYFITZORAB-UHFFFAOYSA-N,576623,HEIA,Freshwater,2019-06-05T00:00:00Z,124,boscalid,188425-85-6,0.041,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
213013,C18H12Cl2N2O,343.2,"InChI=1S/C18H12Cl2N2O/c19-13-9-7-12(8-10-13)14-4-1-2-6-16(14)22-18(23)15-5-3-11-21-17(15)20/h1-11H,(H,22,23)",2-chloro-N-[2-(4-chlorophenyl)phenyl]pyridine-3-carboxamide,4.9,342.0326684,WYEMLYFITZORAB-UHFFFAOYSA-N,576634,HEIA,Freshwater,2019-06-19T00:00:00Z,124,boscalid,188425-85-6,0.022,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
213013,C18H12Cl2N2O,343.2,"InChI=1S/C18H12Cl2N2O/c19-13-9-7-12(8-10-13)14-4-1-2-6-16(14)22-18(23)15-5-3-11-21-17(15)20/h1-11H,(H,22,23)",2-chloro-N-[2-(4-chlorophenyl)phenyl]pyridine-3-carboxamide,4.9,342.0326684,WYEMLYFITZORAB-UHFFFAOYSA-N,576639,HEIA,Freshwater,2019-07-02T00:00:00Z,124,boscalid,188425-85-6,0.06,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
213013,C18H12Cl2N2O,343.2,"InChI=1S/C18H12Cl2N2O/c19-13-9-7-12(8-10-13)14-4-1-2-6-16(14)22-18(23)15-5-3-11-21-17(15)20/h1-11H,(H,22,23)",2-chloro-N-[2-(4-chlorophenyl)phenyl]pyridine-3-carboxamide,4.9,342.0326684,WYEMLYFITZORAB-UHFFFAOYSA-N,576648,HEIA,Freshwater,2019-07-16T00:00:00Z,124,boscalid,188425-85-6,0.063,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
213013,C18H12Cl2N2O,343.2,"InChI=1S/C18H12Cl2N2O/c19-13-9-7-12(8-10-13)14-4-1-2-6-16(14)22-18(23)15-5-3-11-21-17(15)20/h1-11H,(H,22,23)",2-chloro-N-[2-(4-chlorophenyl)phenyl]pyridine-3-carboxamide,4.9,342.0326684,WYEMLYFITZORAB-UHFFFAOYSA-N,576657,HEIA,Freshwater,2019-08-08T00:00:00Z,124,boscalid,188425-85-6,0.036,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
213013,C18H12Cl2N2O,343.2,"InChI=1S/C18H12Cl2N2O/c19-13-9-7-12(8-10-13)14-4-1-2-6-16(14)22-18(23)15-5-3-11-21-17(15)20/h1-11H,(H,22,23)",2-chloro-N-[2-(4-chlorophenyl)phenyl]pyridine-3-carboxamide,4.9,342.0326684,WYEMLYFITZORAB-UHFFFAOYSA-N,576669,HEIA,Freshwater,2019-08-19T00:00:00Z,124,boscalid,188425-85-6,0.051,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
213013,C18H12Cl2N2O,343.2,"InChI=1S/C18H12Cl2N2O/c19-13-9-7-12(8-10-13)14-4-1-2-6-16(14)22-18(23)15-5-3-11-21-17(15)20/h1-11H,(H,22,23)",2-chloro-N-[2-(4-chlorophenyl)phenyl]pyridine-3-carboxamide,4.9,342.0326684,WYEMLYFITZORAB-UHFFFAOYSA-N,576683,HEIA,Freshwater,2019-08-23T00:00:00Z,124,boscalid,188425-85-6,0.026,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
213013,C18H12Cl2N2O,343.2,"InChI=1S/C18H12Cl2N2O/c19-13-9-7-12(8-10-13)14-4-1-2-6-16(14)22-18(23)15-5-3-11-21-17(15)20/h1-11H,(H,22,23)",2-chloro-N-[2-(4-chlorophenyl)phenyl]pyridine-3-carboxamide,4.9,342.0326684,WYEMLYFITZORAB-UHFFFAOYSA-N,576696,HEIA,Freshwater,2019-09-01T00:00:00Z,124,boscalid,188425-85-6,0.028,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
